Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,2023-08-15_256samples_623B.bam_scaffolds.fasta_PROKKA_04102026,2023-08-15_256samples_629A2A.bam_scaffolds.fasta_PROKKA_04102026,2023-08-15_256samples_630A.bam_scaffolds.fasta_PROKKA_04102026,2023-08-15_256samples_631B.bam_scaffolds.fasta_PROKKA_04102026,2023-08-15_256samples_632B_scaffolds.fasta_PROKKA_04102026,2023-08-15_256samples_633A_scaffolds.fasta_PROKKA_04102026,2023-08-15_256samples_638A1.bam_scaffolds.fasta_PROKKA_04102026,2023-08-15_256samples_642A_scaffolds.fasta_PROKKA_04102026,2023-08-15_256samples_643E.bam_scaffolds.fasta_PROKKA_04102026,2023-08-15_256samples_CP10A_scaffolds.fasta_PROKKA_04102026,2023-08-15_256samples_CP13A_scaffolds.fasta_PROKKA_04102026,2023-08-15_256samples_CP15C_scaffolds.fasta_PROKKA_04102026,2023-08-15_256samples_CP17D.bam_scaffolds.fasta_PROKKA_04102026,2023-08-15_256samples_CP19F2.bam_scaffolds.fasta_PROKKA_04102026,2023-08-15_256samples_CP20G1.bam_scaffolds.fasta_PROKKA_04102026,2023-08-15_256samples_CP3F2.bam_scaffolds.fasta_PROKKA_04102026,2023-08-15_256samples_CP5A.bam_scaffolds.fasta_PROKKA_04102026,2023-08-15_256samples_CP6A.fasta_PROKKA_04102026
group_370,,putative protein,18,18,1.0,1,1033,,,,1359,1359,1359.0,DHHEPMPN_03958,CBBFEIEG_04434,JAGMMPDK_03818,JCGKDLKP_02286,IJJMJDPO_02242,OPLBPFOJ_02881,PAPKKMNH_02727,EEMOKJNN_02940,JPLAHNLF_01730,DHNKKDKB_01903,EONIFOAI_04655,KPCEIPFN_04526,BLLKJOKP_02093,HALBOOGP_04565,POFILHDL_01984,GOKHHJCB_04292,MFFOPBKH_02031,HGPKINJB_04441
puuA_1,puuA_1,Gamma-glutamylputrescine synthetase PuuA,18,18,1.0,1,1032,,,,1359,1359,1359.0,DHHEPMPN_02013,CBBFEIEG_01596,JAGMMPDK_00300,JCGKDLKP_00833,IJJMJDPO_00357,OPLBPFOJ_00856,PAPKKMNH_00300,EEMOKJNN_00357,JPLAHNLF_00814,DHNKKDKB_00812,EONIFOAI_00311,KPCEIPFN_01249,BLLKJOKP_00919,HALBOOGP_00302,POFILHDL_00925,GOKHHJCB_01345,MFFOPBKH_00939,HGPKINJB_00302
garB,garB,Glutathione amide reductase,18,18,1.0,1,1031,,,,1359,1359,1359.0,DHHEPMPN_00607,CBBFEIEG_02095,JAGMMPDK_01393,JCGKDLKP_01693,IJJMJDPO_01522,OPLBPFOJ_01255,PAPKKMNH_01278,EEMOKJNN_01430,JPLAHNLF_01313,DHNKKDKB_02572,EONIFOAI_00915,KPCEIPFN_00815,BLLKJOKP_01591,HALBOOGP_00856,POFILHDL_02125,GOKHHJCB_00303,MFFOPBKH_02356,HGPKINJB_01369
group_369,,hypothetical protein,18,18,1.0,1,1030,,,,1359,1359,1359.0,DHHEPMPN_00378,CBBFEIEG_01047,JAGMMPDK_00742,JCGKDLKP_00379,IJJMJDPO_02844,OPLBPFOJ_01611,PAPKKMNH_00665,EEMOKJNN_02201,JPLAHNLF_00379,DHNKKDKB_01421,EONIFOAI_01388,KPCEIPFN_00260,BLLKJOKP_01820,HALBOOGP_01418,POFILHDL_01516,GOKHHJCB_00804,MFFOPBKH_01403,HGPKINJB_00870
fliI,fliI,Flagellum-specific ATP synthase,18,18,1.0,1,1029,,,,1359,1359,1359.0,DHHEPMPN_00373,CBBFEIEG_01042,JAGMMPDK_00747,JCGKDLKP_00374,IJJMJDPO_02839,OPLBPFOJ_01616,PAPKKMNH_00670,EEMOKJNN_02206,JPLAHNLF_00374,DHNKKDKB_01416,EONIFOAI_01393,KPCEIPFN_00255,BLLKJOKP_01815,HALBOOGP_01413,POFILHDL_01511,GOKHHJCB_00799,MFFOPBKH_01408,HGPKINJB_00875
ttuB_2,ttuB_2,Putative tartrate transporter,18,18,1.0,1,1027,,,,1362,1362,1362.0,DHHEPMPN_04904,CBBFEIEG_01230,JAGMMPDK_04899,JCGKDLKP_00562,IJJMJDPO_04794,OPLBPFOJ_04681,PAPKKMNH_04689,EEMOKJNN_04936,JPLAHNLF_04844,DHNKKDKB_05355,EONIFOAI_01200,KPCEIPFN_00449,BLLKJOKP_04702,HALBOOGP_01606,POFILHDL_05288,GOKHHJCB_00992,MFFOPBKH_05319,HGPKINJB_00682
cusS,cusS,Sensor histidine kinase CusS,18,18,1.0,1,1026,,,,1362,1362,1362.0,DHHEPMPN_02614,CBBFEIEG_03641,JAGMMPDK_03578,JCGKDLKP_04302,IJJMJDPO_05081,OPLBPFOJ_05058,PAPKKMNH_02173,EEMOKJNN_03732,JPLAHNLF_03347,DHNKKDKB_03288,EONIFOAI_04905,KPCEIPFN_02988,BLLKJOKP_05252,HALBOOGP_04061,POFILHDL_03416,GOKHHJCB_04514,MFFOPBKH_03751,HGPKINJB_03369
pfeS,pfeS,Sensor protein PfeS,18,18,1.0,1,1025,,,,1362,1362,1362.0,DHHEPMPN_01094,CBBFEIEG_03924,JAGMMPDK_02063,JCGKDLKP_02882,IJJMJDPO_00839,OPLBPFOJ_00374,PAPKKMNH_01894,EEMOKJNN_01030,JPLAHNLF_01995,DHNKKDKB_00198,EONIFOAI_01676,KPCEIPFN_04876,BLLKJOKP_00394,HALBOOGP_02108,POFILHDL_00198,GOKHHJCB_04764,MFFOPBKH_00426,HGPKINJB_02141
pcaB,pcaB,3-carboxy-ciscis-muconate cycloisomerase,18,18,1.0,1,1024,,,,1365,1365,1365.0,DHHEPMPN_03710,CBBFEIEG_04031,JAGMMPDK_05108,JCGKDLKP_04285,IJJMJDPO_02996,OPLBPFOJ_03686,PAPKKMNH_03844,EEMOKJNN_04112,JPLAHNLF_04311,DHNKKDKB_05137,EONIFOAI_03843,KPCEIPFN_05465,BLLKJOKP_04048,HALBOOGP_05405,POFILHDL_04169,GOKHHJCB_03694,MFFOPBKH_04741,HGPKINJB_05636
yhdG,yhdG,putative amino acid permease YhdG,18,18,1.0,1,1023,,,,1365,1365,1365.0,DHHEPMPN_03558,CBBFEIEG_04699,JAGMMPDK_03160,JCGKDLKP_04035,IJJMJDPO_03297,OPLBPFOJ_02729,PAPKKMNH_02858,EEMOKJNN_03916,JPLAHNLF_03293,DHNKKDKB_04196,EONIFOAI_04562,KPCEIPFN_04660,BLLKJOKP_02588,HALBOOGP_04658,POFILHDL_03856,GOKHHJCB_04401,MFFOPBKH_03865,HGPKINJB_03420
sasA_5,sasA_5,Adaptive-response sensory-kinase SasA,18,18,1.0,1,1022,,,,1365,1365,1365.0,DHHEPMPN_02558,CBBFEIEG_00337,JAGMMPDK_01825,JCGKDLKP_01449,IJJMJDPO_05266,OPLBPFOJ_03119,PAPKKMNH_03367,EEMOKJNN_01864,JPLAHNLF_02427,DHNKKDKB_03567,EONIFOAI_03018,KPCEIPFN_03728,BLLKJOKP_04170,HALBOOGP_02680,POFILHDL_05093,GOKHHJCB_02132,MFFOPBKH_05300,HGPKINJB_06000
group_367,,putative protein,18,18,1.0,1,1021,,,,1365,1365,1365.0,DHHEPMPN_02526,CBBFEIEG_00305,JAGMMPDK_01793,JCGKDLKP_01417,IJJMJDPO_05298,OPLBPFOJ_03086,PAPKKMNH_03335,EEMOKJNN_01896,JPLAHNLF_02395,DHNKKDKB_03535,EONIFOAI_04388,KPCEIPFN_02260,BLLKJOKP_04202,HALBOOGP_03288,POFILHDL_05061,GOKHHJCB_05988,MFFOPBKH_05268,HGPKINJB_05235
gudP,gudP,putative glucarate transporter,18,18,1.0,1,1020,,,,1365,1365,1365.0,DHHEPMPN_02459,CBBFEIEG_00238,JAGMMPDK_01726,JCGKDLKP_01350,IJJMJDPO_03982,OPLBPFOJ_03019,PAPKKMNH_03268,EEMOKJNN_01963,JPLAHNLF_02327,DHNKKDKB_04815,EONIFOAI_04455,KPCEIPFN_02327,BLLKJOKP_03665,HALBOOGP_03221,POFILHDL_04244,GOKHHJCB_03887,MFFOPBKH_03517,HGPKINJB_06085
spuC,spuC,Putrescine--pyruvate aminotransferase,18,18,1.0,1,1019,,,,1365,1365,1365.0,DHHEPMPN_02012,CBBFEIEG_01597,JAGMMPDK_00301,JCGKDLKP_00832,IJJMJDPO_00356,OPLBPFOJ_00857,PAPKKMNH_00301,EEMOKJNN_00356,JPLAHNLF_00815,DHNKKDKB_00811,EONIFOAI_00310,KPCEIPFN_01248,BLLKJOKP_00920,HALBOOGP_00303,POFILHDL_00926,GOKHHJCB_01344,MFFOPBKH_00938,HGPKINJB_00303
ribZ,ribZ,Riboflavin transporter RibZ,18,18,1.0,1,1018,,,,1365,1365,1365.0,DHHEPMPN_01157,CBBFEIEG_03861,JAGMMPDK_02126,JCGKDLKP_02945,IJJMJDPO_00902,OPLBPFOJ_00311,PAPKKMNH_01957,EEMOKJNN_00967,JPLAHNLF_02058,DHNKKDKB_00261,EONIFOAI_01739,KPCEIPFN_04813,BLLKJOKP_00331,HALBOOGP_02045,POFILHDL_00261,GOKHHJCB_04701,MFFOPBKH_00363,HGPKINJB_02078
steT_1,steT_1,Serine/threonine exchanger SteT,18,18,1.0,1,1017,,,,1365,1365,1365.0,DHHEPMPN_00813,CBBFEIEG_01889,JAGMMPDK_01187,JCGKDLKP_01899,IJJMJDPO_01276,OPLBPFOJ_01501,PAPKKMNH_01072,EEMOKJNN_01676,JPLAHNLF_01107,DHNKKDKB_02384,EONIFOAI_00670,KPCEIPFN_01060,BLLKJOKP_01337,HALBOOGP_01101,POFILHDL_02313,GOKHHJCB_00058,MFFOPBKH_02168,HGPKINJB_01614
glmU_1,glmU_1,Bifunctional protein GlmU,18,18,1.0,1,1015,,,,1368,1368,1368.0,DHHEPMPN_03090,CBBFEIEG_01317,JAGMMPDK_00021,JCGKDLKP_05805,IJJMJDPO_00634,OPLBPFOJ_00579,PAPKKMNH_00021,EEMOKJNN_00634,JPLAHNLF_00535,DHNKKDKB_01091,EONIFOAI_00592,KPCEIPFN_01530,BLLKJOKP_00644,HALBOOGP_00021,POFILHDL_00645,GOKHHJCB_02810,MFFOPBKH_01219,HGPKINJB_00021
preT,preT,NAD-dependent dihydropyrimidine dehydrogenase subunit PreT,18,18,1.0,1,1014,,,,1368,1368,1368.0,DHHEPMPN_02243,CBBFEIEG_03211,JAGMMPDK_04062,JCGKDLKP_03131,IJJMJDPO_01029,OPLBPFOJ_00185,PAPKKMNH_03421,EEMOKJNN_00840,JPLAHNLF_03975,DHNKKDKB_00387,EONIFOAI_01866,KPCEIPFN_02132,BLLKJOKP_00206,HALBOOGP_01918,POFILHDL_00387,GOKHHJCB_01994,MFFOPBKH_00238,HGPKINJB_01951
group_366,,hypothetical protein,18,18,1.0,1,1013,,,,1368,1368,1368.0,DHHEPMPN_02028,CBBFEIEG_01581,JAGMMPDK_00285,JCGKDLKP_00848,IJJMJDPO_00372,OPLBPFOJ_00841,PAPKKMNH_00285,EEMOKJNN_00372,JPLAHNLF_00799,DHNKKDKB_00827,EONIFOAI_00326,KPCEIPFN_01264,BLLKJOKP_00904,HALBOOGP_00287,POFILHDL_00910,GOKHHJCB_01360,MFFOPBKH_00954,HGPKINJB_00287
group_365,,hypothetical protein,18,18,1.0,1,1012,,,,1368,1368,1368.0,DHHEPMPN_01965,CBBFEIEG_01644,JAGMMPDK_00348,JCGKDLKP_00785,IJJMJDPO_00309,OPLBPFOJ_00904,PAPKKMNH_00348,EEMOKJNN_00309,JPLAHNLF_00862,DHNKKDKB_00764,EONIFOAI_00265,KPCEIPFN_01203,BLLKJOKP_00965,HALBOOGP_00348,POFILHDL_00973,GOKHHJCB_01299,MFFOPBKH_00891,HGPKINJB_00348
radA,radA,DNA repair protein RadA,18,18,1.0,1,1011,,,,1368,1368,1368.0,DHHEPMPN_01297,CBBFEIEG_02638,JAGMMPDK_02478,JCGKDLKP_03341,IJJMJDPO_04892,OPLBPFOJ_02106,PAPKKMNH_01712,EEMOKJNN_03451,JPLAHNLF_02790,DHNKKDKB_02755,EONIFOAI_04003,KPCEIPFN_04004,BLLKJOKP_02931,HALBOOGP_03420,POFILHDL_02878,GOKHHJCB_03335,MFFOPBKH_02641,HGPKINJB_02468
proP_1,proP_1,Proline/betaine transporter,18,18,1.0,1,1010,,,,1368,1368,1368.0,DHHEPMPN_01013,CBBFEIEG_04005,JAGMMPDK_01981,JCGKDLKP_02801,IJJMJDPO_00765,OPLBPFOJ_00448,PAPKKMNH_01812,EEMOKJNN_01104,JPLAHNLF_01914,DHNKKDKB_00111,EONIFOAI_05491,KPCEIPFN_03120,BLLKJOKP_00512,HALBOOGP_03780,POFILHDL_00111,GOKHHJCB_02465,MFFOPBKH_00513,HGPKINJB_02854
group_364,,hypothetical protein,18,18,1.0,1,1009,,,,1368,1368,1368.0,DHHEPMPN_00786,CBBFEIEG_01916,JAGMMPDK_01214,JCGKDLKP_01872,IJJMJDPO_01303,OPLBPFOJ_01474,PAPKKMNH_01099,EEMOKJNN_01649,JPLAHNLF_01134,DHNKKDKB_02411,EONIFOAI_00697,KPCEIPFN_01033,BLLKJOKP_01364,HALBOOGP_01074,POFILHDL_02286,GOKHHJCB_00085,MFFOPBKH_02195,HGPKINJB_01587
gntT_3,gntT_3,High-affinity gluconate transporter,18,18,1.0,1,1008,,,,1371,1371,1371.0,DHHEPMPN_04588,CBBFEIEG_00017,JAGMMPDK_01505,JCGKDLKP_01129,IJJMJDPO_04069,OPLBPFOJ_03947,PAPKKMNH_03952,EEMOKJNN_02136,JPLAHNLF_02106,DHNKKDKB_05063,EONIFOAI_04355,KPCEIPFN_02522,BLLKJOKP_05459,HALBOOGP_03028,POFILHDL_04824,GOKHHJCB_04218,MFFOPBKH_04689,HGPKINJB_03730
puuA_4,puuA_4,Gamma-glutamylputrescine synthetase PuuA,18,18,1.0,1,1007,,,,1371,1371,1371.0,DHHEPMPN_04357,CBBFEIEG_03704,JAGMMPDK_04421,JCGKDLKP_04365,IJJMJDPO_03126,OPLBPFOJ_03556,PAPKKMNH_02110,EEMOKJNN_03669,JPLAHNLF_03410,DHNKKDKB_03351,EONIFOAI_03671,KPCEIPFN_02925,BLLKJOKP_03429,HALBOOGP_03998,POFILHDL_03353,GOKHHJCB_03565,MFFOPBKH_03688,HGPKINJB_03306
mnmE,mnmE,tRNA modification GTPase MnmE,18,18,1.0,1,1006,,,,1371,1371,1371.0,DHHEPMPN_03076,CBBFEIEG_01303,JAGMMPDK_00007,JCGKDLKP_05819,IJJMJDPO_00648,OPLBPFOJ_00565,PAPKKMNH_00007,EEMOKJNN_00648,JPLAHNLF_00521,DHNKKDKB_01105,EONIFOAI_00606,KPCEIPFN_01544,BLLKJOKP_00630,HALBOOGP_00007,POFILHDL_00631,GOKHHJCB_02824,MFFOPBKH_01233,HGPKINJB_00007
pcaK_1,pcaK_1,4-hydroxybenzoate transporter PcaK,18,18,1.0,1,1005,,,,1371,1371,1371.0,DHHEPMPN_02704,CBBFEIEG_00416,JAGMMPDK_03488,JCGKDLKP_01528,IJJMJDPO_03846,OPLBPFOJ_03194,PAPKKMNH_04194,EEMOKJNN_01789,JPLAHNLF_04101,DHNKKDKB_03643,EONIFOAI_02943,KPCEIPFN_03652,BLLKJOKP_04005,HALBOOGP_02605,POFILHDL_02606,GOKHHJCB_02208,MFFOPBKH_04167,HGPKINJB_04211
murF,murF,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase,18,18,1.0,1,1004,,,,1371,1371,1371.0,DHHEPMPN_02544,CBBFEIEG_00323,JAGMMPDK_01811,JCGKDLKP_01435,IJJMJDPO_05280,OPLBPFOJ_03104,PAPKKMNH_03353,EEMOKJNN_01878,JPLAHNLF_02413,DHNKKDKB_03553,EONIFOAI_03032,KPCEIPFN_03742,BLLKJOKP_04184,HALBOOGP_02694,POFILHDL_05079,GOKHHJCB_02118,MFFOPBKH_05286,HGPKINJB_05986
purB,purB,Adenylosuccinate lyase,18,18,1.0,1,1003,,,,1371,1371,1371.0,DHHEPMPN_01132,CBBFEIEG_03886,JAGMMPDK_02101,JCGKDLKP_02920,IJJMJDPO_00877,OPLBPFOJ_00336,PAPKKMNH_01932,EEMOKJNN_00992,JPLAHNLF_02033,DHNKKDKB_00236,EONIFOAI_01714,KPCEIPFN_04838,BLLKJOKP_00356,HALBOOGP_02070,POFILHDL_00236,GOKHHJCB_04726,MFFOPBKH_00388,HGPKINJB_02103
ppnN,ppnN,Pyrimidine/purine nucleotide 5'-monophosphate nucleosidase,18,18,1.0,1,1001,,,,1374,1374,1374.0,DHHEPMPN_05701,CBBFEIEG_03607,JAGMMPDK_03212,JCGKDLKP_04087,IJJMJDPO_05666,OPLBPFOJ_05674,PAPKKMNH_02806,EEMOKJNN_03762,JPLAHNLF_05677,DHNKKDKB_03225,EONIFOAI_04840,KPCEIPFN_03053,BLLKJOKP_05630,HALBOOGP_05566,POFILHDL_03479,GOKHHJCB_04579,MFFOPBKH_03814,HGPKINJB_05744
creD,creD,Inner membrane protein CreD,18,18,1.0,1,1000,,,,1374,1374,1374.0,DHHEPMPN_01799,CBBFEIEG_01810,JAGMMPDK_00514,JCGKDLKP_00619,IJJMJDPO_00137,OPLBPFOJ_03391,PAPKKMNH_00514,EEMOKJNN_00137,JPLAHNLF_01028,DHNKKDKB_04330,EONIFOAI_00093,KPCEIPFN_03499,BLLKJOKP_01140,HALBOOGP_00521,POFILHDL_01149,GOKHHJCB_01127,MFFOPBKH_00716,HGPKINJB_00520
cbs,cbs,Putative cystathionine beta-synthase,18,18,1.0,1,997,,,,1377,1377,1377.0,DHHEPMPN_05183,CBBFEIEG_05643,JAGMMPDK_05426,JCGKDLKP_05321,IJJMJDPO_01708,OPLBPFOJ_01070,PAPKKMNH_05415,EEMOKJNN_01245,JPLAHNLF_05493,DHNKKDKB_04973,EONIFOAI_01097,KPCEIPFN_00633,BLLKJOKP_04781,HALBOOGP_00674,POFILHDL_04623,GOKHHJCB_00485,MFFOPBKH_04370,HGPKINJB_01188
ffh,ffh,Signal recognition particle protein,18,18,1.0,1,996,,,,1377,1377,1377.0,DHHEPMPN_03513,CBBFEIEG_03368,JAGMMPDK_02813,JCGKDLKP_02181,IJJMJDPO_02357,OPLBPFOJ_02584,PAPKKMNH_01378,EEMOKJNN_03055,JPLAHNLF_01625,DHNKKDKB_01782,EONIFOAI_02880,KPCEIPFN_02725,BLLKJOKP_02363,HALBOOGP_02783,POFILHDL_01863,GOKHHJCB_03046,MFFOPBKH_01910,HGPKINJB_01695
sdaB_2,sdaB_2,L-serine dehydratase 2,18,18,1.0,1,995,,,,1377,1377,1377.0,DHHEPMPN_03387,CBBFEIEG_03494,JAGMMPDK_02939,JCGKDLKP_02055,IJJMJDPO_02483,OPLBPFOJ_02458,PAPKKMNH_01504,EEMOKJNN_03181,JPLAHNLF_01499,DHNKKDKB_01657,EONIFOAI_02755,KPCEIPFN_02599,BLLKJOKP_02238,HALBOOGP_02908,POFILHDL_01739,GOKHHJCB_03171,MFFOPBKH_01786,HGPKINJB_01820
mco,mco,Multicopper oxidase mco,18,18,1.0,1,994,,,,1377,1377,1377.0,DHHEPMPN_02741,CBBFEIEG_00453,JAGMMPDK_03451,JCGKDLKP_01565,IJJMJDPO_03807,OPLBPFOJ_03233,PAPKKMNH_05464,EEMOKJNN_01750,JPLAHNLF_04138,DHNKKDKB_03682,EONIFOAI_02904,KPCEIPFN_03613,BLLKJOKP_03966,HALBOOGP_02566,POFILHDL_02567,GOKHHJCB_02247,MFFOPBKH_04128,HGPKINJB_04172
sdaA,sdaA,L-serine dehydratase 1,18,18,1.0,1,993,,,,1377,1377,1377.0,DHHEPMPN_02711,CBBFEIEG_00423,JAGMMPDK_03481,JCGKDLKP_01535,IJJMJDPO_03837,OPLBPFOJ_03203,PAPKKMNH_04187,EEMOKJNN_01780,JPLAHNLF_04108,DHNKKDKB_03652,EONIFOAI_02934,KPCEIPFN_03643,BLLKJOKP_03996,HALBOOGP_02596,POFILHDL_02597,GOKHHJCB_02217,MFFOPBKH_04158,HGPKINJB_04202
fumC_2,fumC_2,Fumarate hydratase class II,18,18,1.0,1,992,,,,1377,1377,1377.0,DHHEPMPN_02479,CBBFEIEG_00258,JAGMMPDK_01746,JCGKDLKP_01370,IJJMJDPO_03962,OPLBPFOJ_03039,PAPKKMNH_03288,EEMOKJNN_01943,JPLAHNLF_02347,DHNKKDKB_03488,EONIFOAI_04435,KPCEIPFN_02307,BLLKJOKP_03645,HALBOOGP_03241,POFILHDL_04264,GOKHHJCB_03867,MFFOPBKH_03537,HGPKINJB_05282
puuA_2,puuA_2,Gamma-glutamylputrescine synthetase PuuA,18,18,1.0,1,991,,,,1377,1377,1377.0,DHHEPMPN_02015,CBBFEIEG_01594,JAGMMPDK_00298,JCGKDLKP_00835,IJJMJDPO_00359,OPLBPFOJ_00854,PAPKKMNH_00298,EEMOKJNN_00359,JPLAHNLF_00812,DHNKKDKB_00814,EONIFOAI_00313,KPCEIPFN_01251,BLLKJOKP_00917,HALBOOGP_00300,POFILHDL_00923,GOKHHJCB_01347,MFFOPBKH_00941,HGPKINJB_00300
sdaB_1,sdaB_1,L-serine dehydratase 2,18,18,1.0,1,990,,,,1377,1377,1377.0,DHHEPMPN_01839,CBBFEIEG_01770,JAGMMPDK_00474,JCGKDLKP_00659,IJJMJDPO_00177,OPLBPFOJ_01036,PAPKKMNH_00474,EEMOKJNN_00177,JPLAHNLF_00988,DHNKKDKB_00628,EONIFOAI_00133,KPCEIPFN_03459,BLLKJOKP_01100,HALBOOGP_00481,POFILHDL_01109,GOKHHJCB_01167,MFFOPBKH_00755,HGPKINJB_00480
xseA,xseA,Exodeoxyribonuclease 7 large subunit,18,18,1.0,1,988,,,,1380,1380,1380.0,DHHEPMPN_04030,CBBFEIEG_04506,JAGMMPDK_03890,JCGKDLKP_02214,IJJMJDPO_02315,OPLBPFOJ_02808,PAPKKMNH_02655,EEMOKJNN_03013,JPLAHNLF_01658,DHNKKDKB_01830,EONIFOAI_05346,KPCEIPFN_02758,BLLKJOKP_02004,HALBOOGP_02750,POFILHDL_01911,GOKHHJCB_05469,MFFOPBKH_01958,HGPKINJB_05931
atpD,atpD,ATP synthase subunit beta,18,18,1.0,1,987,,,,1380,1380,1380.0,DHHEPMPN_03088,CBBFEIEG_01315,JAGMMPDK_00019,JCGKDLKP_05807,IJJMJDPO_00636,OPLBPFOJ_00577,PAPKKMNH_00019,EEMOKJNN_00636,JPLAHNLF_00533,DHNKKDKB_01093,EONIFOAI_00594,KPCEIPFN_01532,BLLKJOKP_00642,HALBOOGP_00019,POFILHDL_00643,GOKHHJCB_02812,MFFOPBKH_01221,HGPKINJB_00019
lpdV,lpdV,Dihydrolipoyl dehydrogenase,18,18,1.0,1,986,,,,1380,1380,1380.0,DHHEPMPN_02219,CBBFEIEG_03235,JAGMMPDK_04038,JCGKDLKP_03107,IJJMJDPO_01053,OPLBPFOJ_00161,PAPKKMNH_03397,EEMOKJNN_00816,JPLAHNLF_03999,DHNKKDKB_00415,EONIFOAI_01890,KPCEIPFN_02108,BLLKJOKP_00182,HALBOOGP_01894,POFILHDL_00415,GOKHHJCB_01970,MFFOPBKH_00210,HGPKINJB_01927
group_362,,putative membrane protein,18,18,1.0,1,985,,,,1380,1380,1380.0,DHHEPMPN_01964,CBBFEIEG_01645,JAGMMPDK_00349,JCGKDLKP_00784,IJJMJDPO_00308,OPLBPFOJ_00905,PAPKKMNH_00349,EEMOKJNN_00308,JPLAHNLF_00863,DHNKKDKB_00763,EONIFOAI_00264,KPCEIPFN_01202,BLLKJOKP_00966,HALBOOGP_00349,POFILHDL_00974,GOKHHJCB_01298,MFFOPBKH_00890,HGPKINJB_00349
rkpK,rkpK,UDP-glucose 6-dehydrogenase,18,18,1.0,1,984,,,,1380,1380,1380.0,DHHEPMPN_00663,CBBFEIEG_02039,JAGMMPDK_01337,JCGKDLKP_01749,IJJMJDPO_01468,OPLBPFOJ_01309,PAPKKMNH_01222,EEMOKJNN_01484,JPLAHNLF_01257,DHNKKDKB_02518,EONIFOAI_00799,KPCEIPFN_00931,BLLKJOKP_01537,HALBOOGP_00972,POFILHDL_02179,GOKHHJCB_00187,MFFOPBKH_02302,HGPKINJB_01485
atoC_1,atoC_1,Regulatory protein AtoC,18,18,1.0,1,983,,,,1380,1380,1380.0,DHHEPMPN_00368,CBBFEIEG_01037,JAGMMPDK_00752,JCGKDLKP_00369,IJJMJDPO_02834,OPLBPFOJ_01621,PAPKKMNH_00675,EEMOKJNN_02211,JPLAHNLF_00369,DHNKKDKB_01411,EONIFOAI_01398,KPCEIPFN_00250,BLLKJOKP_01810,HALBOOGP_01408,POFILHDL_01506,GOKHHJCB_00794,MFFOPBKH_01413,HGPKINJB_00880
qseC_3,qseC_3,Sensor protein QseC,18,18,1.0,1,982,,,,1383,1383,1383.0,DHHEPMPN_03990,CBBFEIEG_04466,JAGMMPDK_03850,JCGKDLKP_02254,IJJMJDPO_02273,OPLBPFOJ_02850,PAPKKMNH_02695,EEMOKJNN_02971,JPLAHNLF_01698,DHNKKDKB_01873,EONIFOAI_04625,KPCEIPFN_04556,BLLKJOKP_02063,HALBOOGP_04595,POFILHDL_01954,GOKHHJCB_04262,MFFOPBKH_02001,HGPKINJB_04411
norM,norM,Multidrug resistance protein NorM,18,18,1.0,1,981,,,,1383,1383,1383.0,DHHEPMPN_02645,CBBFEIEG_03672,JAGMMPDK_03547,JCGKDLKP_04333,IJJMJDPO_05050,OPLBPFOJ_05089,PAPKKMNH_02142,EEMOKJNN_03701,JPLAHNLF_03378,DHNKKDKB_03319,EONIFOAI_04936,KPCEIPFN_02957,BLLKJOKP_05221,HALBOOGP_04030,POFILHDL_03385,GOKHHJCB_04483,MFFOPBKH_03720,HGPKINJB_03338
opuE,opuE,Osmoregulated proline transporter OpuE,18,18,1.0,1,980,,,,1383,1383,1383.0,DHHEPMPN_00237,CBBFEIEG_00906,JAGMMPDK_00885,JCGKDLKP_00236,IJJMJDPO_02761,OPLBPFOJ_01694,PAPKKMNH_00806,EEMOKJNN_02284,JPLAHNLF_00236,DHNKKDKB_01338,EONIFOAI_01471,KPCEIPFN_00177,BLLKJOKP_01737,HALBOOGP_01335,POFILHDL_01433,GOKHHJCB_00721,MFFOPBKH_01486,HGPKINJB_00953
hemN,hemN,Oxygen-independent coproporphyrinogen III oxidase,18,18,1.0,1,979,,,,1383,1383,1383.0,DHHEPMPN_00167,CBBFEIEG_00836,JAGMMPDK_00955,JCGKDLKP_00166,IJJMJDPO_02693,OPLBPFOJ_01762,PAPKKMNH_00876,EEMOKJNN_02352,JPLAHNLF_00166,DHNKKDKB_01269,EONIFOAI_01539,KPCEIPFN_00109,BLLKJOKP_02386,HALBOOGP_01267,POFILHDL_01364,GOKHHJCB_00653,MFFOPBKH_01555,HGPKINJB_01021
ycaD_2,ycaD_2,putative MFS-type transporter YcaD,18,18,1.0,1,978,,,,1386,1386,1386.0,DHHEPMPN_05127,CBBFEIEG_05306,JAGMMPDK_04952,JCGKDLKP_05211,IJJMJDPO_04917,OPLBPFOJ_04737,PAPKKMNH_04937,EEMOKJNN_05038,JPLAHNLF_04974,DHNKKDKB_04596,EONIFOAI_04750,KPCEIPFN_04727,BLLKJOKP_04557,HALBOOGP_05933,POFILHDL_04560,GOKHHJCB_04615,MFFOPBKH_03645,HGPKINJB_04994
