qseqid	sseqid	uniprot_acc	stitle	pident	length	evalue	bitscore	kegg_gene_id	pathway_id	pathway_name
ttgF	sp|P24126.2|	P24126	RecName: Full=Fusaric acid resistance protein FusA; Flags: Precursor [Burkholderia cepacia]	34.511	368	4.939999999999999e-47	174	NA	NA	NA
ttgI	sp|P24126.2|	P24126	RecName: Full=Fusaric acid resistance protein FusA; Flags: Precursor [Burkholderia cepacia]	53.134	367	9.88e-97	305	NA	NA	NA
ttgR	sp|Q88N29.1|	Q88N29	RecName: Full=Probable HTH-type transcriptional regulator TtgR; AltName: Full=Efflux pump ttgABC operon regulator [Pseudomonas putida KT2440]	70	210	3.35e-108	312	NA	NA	NA
ttr	sp|P16966.1|	P16966	RecName: Full=Acetyltransferase; AltName: Full=Tabtoxin resistance protein [Pseudomonas amygdali pv. tabaci]	68.182	176	8.019999999999999e-82	243	NA	NA	NA
ttuB_1	sp|Q44470.1|	Q44470	RecName: Full=Putative tartrate transporter [Agrobacterium vitis]	42.344	418	5.249999999999999e-90	283	NA	NA	NA
ttuD	sp|Q44472.1|	Q44472	RecName: Full=Putative hydroxypyruvate reductase [Agrobacterium vitis]	50.714	420	9.300000000000001e-97	300	NA	NA	NA
ttuE	sp|O05118.2|	O05118	RecName: Full=Pyruvate kinase; Short=PK [Methylorubrum extorquens AM1]	51.709	468	2.5799999999999997e-148	434	NA	NA	NA
tufA	sp|C3K2X8.1|	C3K2X8	RecName: Full=Elongation factor Tu; Short=EF-Tu [Pseudomonas [fluorescens] SBW25]	99.748	397	0	759	NA	NA	NA
tusA_1	sp|D3RPC0.1|	D3RPC0	RecName: Full=Sulfur carrier protein TusA [Allochromatium vinosum DSM 180]	52.055	73	6.11e-23	86.3	NA	NA	NA
tusA_2	sp|C3K5G5.1|	C3K5G5	RecName: Full=Sulfur carrier protein TusA [Pseudomonas [fluorescens] SBW25]	86.747	83	5.96e-50	154	NA	NA	NA
tusC	sp|Q9I0N2.1|	Q9I0N2	RecName: Full=Protein TusC homolog [Pseudomonas aeruginosa PAO1]	63.866	119	9.38e-47	149	NA	NA	NA
tusE	sp|P45184.1|	P45184	RecName: Full=Sulfurtransferase TusE homolog [Haemophilus influenzae Rd KW20]	50.926	108	1.3e-22	87.8	NA	NA	NA
tycC_1	sp|P0DUV4.1|	P0DUV4	RecName: Full=Malpibaldin synthetase; AltName: Full=Nonribosomal peptide synthetase mpbA; Short=NRPS mpbA [Mortierella alpina]	38.615	2152	0	1324	NA	NA	NA
tycC_2	sp|P0DUV4.1|	P0DUV4	RecName: Full=Malpibaldin synthetase; AltName: Full=Nonribosomal peptide synthetase mpbA; Short=NRPS mpbA [Mortierella alpina]	44.792	3293	0	2402	NA	NA	NA
typA	sp|P0A3B1.1|	P0A3B1	RecName: Full=Large ribosomal subunit assembly factor BipA; AltName: Full=50S ribosomal subunit assembly factor BipA; AltName: Full=GTP-binding protein BipA [Escherichia coli CFT073]	69.637	606	0	841	NA	NA	NA
tyrB	sp|P72173.2|	P72173	RecName: Full=Aspartate aminotransferase; Short=AspAT; AltName: Full=Transaminase A [Pseudomonas aeruginosa PAO1]	79.397	398	0	603	NA	NA	NA
tyrR_1	sp|P07604.2|	P07604	RecName: Full=HTH-type transcriptional regulatory protein TyrR [Escherichia coli K-12]	43.436	518	9.58e-129	387	NA	NA	NA
tyrR_2	sp|Q9ZIB7.1|	Q9ZIB7	RecName: Full=HTH-type transcriptional regulatory protein TyrR [Pantoea agglomerans]	42.308	520	2.89e-124	376	NA	NA	NA
tyrS	sp|Q3K5W9.1|	Q3K5W9	RecName: Full=Tyrosine--tRNA ligase; AltName: Full=Tyrosyl-tRNA synthetase; Short=TyrRS [Pseudomonas fluorescens Pf0-1]	95.99	399	0	724	NA	NA	NA
uacT_1	sp|Q46821.2|	Q46821	RecName: Full=Uric acid transporter UacT [Escherichia coli K-12]	51.365	403	3.34e-111	339	NA	NA	NA
uacT_2	sp|P42086.1|	P42086	RecName: Full=Xanthine permease [Bacillus subtilis subsp. subtilis str. 168]	38.497	439	1.75e-71	236	NA	NA	NA
uao	sp|D4GPU8.1|	D4GPU8	RecName: Full=2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase; Short=OHCU decarboxylase [Haloferax volcanii DS2]	41.401	157	3.5499999999999998e-34	121	NA	NA	NA
ubiA	sp|C3K4C4.1|	C3K4C4	RecName: Full=4-hydroxybenzoate octaprenyltransferase; AltName: Full=4-HB polyprenyltransferase [Pseudomonas [fluorescens] SBW25]	97.973	296	0	535	NA	NA	NA
ubiB	sp|C3K8U2.1|	C3K8U2	RecName: Full=Probable protein kinase UbiB; AltName: Full=Ubiquinone biosynthesis protein UbiB [Pseudomonas [fluorescens] SBW25]	98.315	534	0	998	NA	NA	NA
ubiC	sp|Q3K4G4.1|	Q3K4G4	RecName: Full=Probable chorismate pyruvate-lyase 2; Short=CL 2; Short=CPL 2 [Pseudomonas fluorescens Pf0-1]	82.39	159	1.95e-90	265	NA	NA	NA
ubiD	sp|C3K3Y8.1|	C3K3Y8	RecName: Full=3-octaprenyl-4-hydroxybenzoate carboxy-lyase; AltName: Full=Polyprenyl p-hydroxybenzoate decarboxylase [Pseudomonas [fluorescens] SBW25]	99.385	488	0	996	NA	NA	NA
ubiE	sp|C3K8U4.1|	C3K8U4	RecName: Full=Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE; AltName: Full=2-methoxy-6-polyprenyl-1,4-benzoquinol methylase; AltName: Full=Demethylmenaquinone methyltransferase [Pseudomonas [fluorescens] SBW25]	100	256	0	530	NA	NA	NA
ubiG	sp|C3K6J1.1|	C3K6J1	RecName: Full=Ubiquinone biosynthesis O-methyltransferase; AltName: Full=2-polyprenyl-6-hydroxyphenol methylase; AltName: Full=3-demethylubiquinone 3-O-methyltransferase [Pseudomonas [fluorescens] SBW25]	99.569	232	6.919999999999998e-176	485	NA	NA	NA
ubiH	sp|P25534.2|	P25534	RecName: Full=2-octaprenyl-6-methoxyphenol hydroxylase [Escherichia coli K-12]	38.056	360	2.05e-76	244	NA	NA	NA
ubiI	sp|P25535.2|	P25535	RecName: Full=2-octaprenylphenol hydroxylase; AltName: Full=2-polyprenylphenol 6-hydroxylase [Escherichia coli K-12]	44.932	365	7.809999999999999e-87	272	NA	NA	NA
ubiK	sp|Q8ZLY9.1|	Q8ZLY9	RecName: Full=Ubiquinone biosynthesis accessory factor UbiK [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	53.571	56	8.28e-11	57	NA	NA	NA
ubiX	sp|Q9HX08.1|	Q9HX08	RecName: Full=Flavin prenyltransferase UbiX [Pseudomonas aeruginosa PAO1]	82.775	209	2.9499999999999995e-118	337	NA	NA	NA
uctC	sp|Q7CXU0.2|	Q7CXU0	RecName: Full=Succinate--glutarate CoA-transferase [Agrobacterium fabrum str. C58]	57.143	378	5.76e-149	431	NA	NA	NA
uctC_1	sp|A9X6P9.1|	A9X6P9	RecName: Full=Acetyl-CoA:oxalate CoA-transferase; Short=ACOCT; AltName: Full=Acetyl-coenzyme A transferase; AltName: Full=CoA:oxalate CoA-transferase; AltName: Full=CoAT3 [Acetobacter aceti]	47.769	381	1.01e-117	350	NA	NA	NA
udh_1	sp|Q88NN6.1|	Q88NN6	RecName: Full=Uronate dehydrogenase; AltName: Full=D-galacturonate dehydrogenase; AltName: Full=D-glucuronate dehydrogenase; AltName: Full=Hexuronate dehydrogenase [Pseudomonas putida KT2440]	38.235	238	2.34e-39	140	NA	NA	NA
udh_2	sp|Q888H1.1|	Q888H1	RecName: Full=Uronate dehydrogenase; AltName: Full=D-galacturonate dehydrogenase; AltName: Full=D-glucuronate dehydrogenase; AltName: Full=Hexuronate dehydrogenase [Pseudomonas syringae pv. tomato str. DC3000]	82.847	274	3.569999999999999e-159	446	NA	NA	NA
ugpC_1	sp|Q7CS28.2|	Q7CS28	RecName: Full=Sulfoquinovosyl glycerol transport ATP-binding protein SmoE; Short=SQGro transport ATP-binding protein SmoE; AltName: Full=SQ monooxygenase cluster protein E [Agrobacterium fabrum str. C58]	51.381	362	3.75e-127	373	NA	NA	NA
ugpC_2	sp|Q13TV1.1|	Q13TV1	RecName: Full=sn-glycerol-3-phosphate import ATP-binding protein UgpC [Paraburkholderia xenovorans LB400]	34.973	366	2.8400000000000002e-58	196	NA	NA	NA
ugpQ	sp|P54527.2|	P54527	RecName: Full=Uncharacterized protein YqiK [Bacillus subtilis subsp. subtilis str. 168]	31.452	248	1.46e-28	111	NA	NA	NA
uhpA	sp|P27667.1|	P27667	RecName: Full=Transcriptional regulatory protein UhpA [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	33.816	207	1.2900000000000001e-26	104	NA	NA	NA
ulaR	sp|Q92ET8.1|	Q92ET8	RecName: Full=HTH-type transcriptional regulator GolR [Listeria innocua Clip11262]	32.129	249	1.34e-33	125	NA	NA	NA
umuC	sp|P04152.2|	P04152	RecName: Full=Protein UmuC; AltName: Full=DNA polymerase V; Short=Pol V [Escherichia coli K-12]	45.735	422	1.2399999999999998e-119	357	NA	NA	NA
umuC_1	sp|P22494.1|	P22494	RecName: Full=Protein UmuC [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	49.746	394	9.61e-120	357	NA	NA	NA
umuD_1	sp|P22493.1|	P22493	RecName: Full=Protein UmuD; Contains: RecName: Full=Protein UmuD' [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	46.341	123	1.33e-25	97.4	NA	NA	NA
umuD_2	sp|P0AG11.1|	P0AG11	RecName: Full=Protein UmuD; AltName: Full=DNA polymerase V; Short=Pol V; Contains: RecName: Full=Protein UmuD' [Escherichia coli K-12]	42.241	116	1.32e-18	79.3	NA	NA	NA
ung	sp|C3KDS6.1|	C3KDS6	RecName: Full=Uracil-DNA glycosylase; Short=UDG [Pseudomonas [fluorescens] SBW25]	94.323	229	2.5699999999999996e-164	455	NA	NA	NA
upp	sp|C3KAJ8.1|	C3KAJ8	RecName: Full=Uracil phosphoribosyltransferase; AltName: Full=UMP pyrophosphorylase; AltName: Full=UPRTase [Pseudomonas [fluorescens] SBW25]	98.585	212	8.739999999999999e-151	420	NA	NA	NA
uppP_1	sp|Q98NJ1.1|	Q98NJ1	RecName: Full=Undecaprenyl-diphosphatase 2; AltName: Full=Bacitracin resistance protein 2; AltName: Full=Undecaprenyl pyrophosphate phosphatase 2 [Mesorhizobium japonicum MAFF 303099]	74.899	247	2.5599999999999998e-95	285	NA	NA	NA
uppP_2~~~uppP_1	sp|Q4KC13.1|	Q4KC13	RecName: Full=Undecaprenyl-diphosphatase; AltName: Full=Bacitracin resistance protein; AltName: Full=Undecaprenyl pyrophosphate phosphatase [Pseudomonas protegens Pf-5]	90.58	276	0	506	NA	NA	NA
uraA	sp|Q9CPL9.1|	Q9CPL9	RecName: Full=Probable uracil permease; AltName: Full=Uracil transporter; AltName: Full=Uracil/H(+) symporter UraA [Pasteurella multocida subsp. multocida str. Pm70]	58.637	411	3.9799999999999996e-147	427	NA	NA	NA
ureA	sp|C3K5A5.1|	C3K5A5	RecName: Full=Urease subunit gamma; AltName: Full=Urea amidohydrolase subunit gamma [Pseudomonas [fluorescens] SBW25]	98	100	5.68e-68	201	NA	NA	NA
ureB	sp|C3K5A2.1|	C3K5A2	RecName: Full=Urease subunit beta; AltName: Full=Urea amidohydrolase subunit beta [Pseudomonas [fluorescens] SBW25]	92.079	101	1.23e-65	195	NA	NA	NA
ureC	sp|Q3KIT2.1|	Q3KIT2	RecName: Full=Urease subunit alpha; AltName: Full=Urea amidohydrolase subunit alpha [Pseudomonas fluorescens Pf0-1]	92.933	566	0	1051	NA	NA	NA
ureD	sp|Q3KIS7.1|	Q3KIS7	RecName: Full=Urease accessory protein UreD [Pseudomonas fluorescens Pf0-1]	86.738	279	1.1099999999999999e-175	488	NA	NA	NA
ureE	sp|C3K4L5.1|	C3K4L5	RecName: Full=Urease accessory protein UreE [Pseudomonas [fluorescens] SBW25]	98.795	166	3.789999999999999e-119	336	NA	NA	NA
ureF	sp|C3K4L4.1|	C3K4L4	RecName: Full=Urease accessory protein UreF [Pseudomonas [fluorescens] SBW25]	92.857	224	1.0599999999999999e-125	357	NA	NA	NA
ureG	sp|C3K4L3.1|	C3K4L3	RecName: Full=Urease accessory protein UreG [Pseudomonas [fluorescens] SBW25]	99.51	204	2.24e-136	382	NA	NA	NA
usg	sp|P96199.1|	P96199	RecName: Full=USG-1 protein homolog [Azotobacter vinelandii]	60.502	319	7.98e-127	369	NA	NA	NA
uspA2	sp|Q83AC1.1|	Q83AC1	RecName: Full=Universal stress protein A homolog 1 [Coxiella burnetii RSA 493]	39.286	140	1.9699999999999998e-23	92.4	NA	NA	NA
uspE_1	sp|Q83AC1.1|	Q83AC1	RecName: Full=Universal stress protein A homolog 1 [Coxiella burnetii RSA 493]	34.667	150	7.68e-16	76.3	NA	NA	NA
uspE_4	sp|Q8Z788.3|	Q8Z788	RecName: Full=Universal stress protein E [Salmonella enterica subsp. enterica serovar Typhi]	30.225	311	3.64e-36	134	NA	NA	NA
uup	sp|P43672.2|	P43672	RecName: Full=ATP-binding protein Uup [Escherichia coli K-12]	50.312	642	8.089999999999999e-180	527	NA	NA	NA
uvrA_1	sp|Q88QK7.1|	Q88QK7	RecName: Full=UvrABC system protein A; Short=UvrA protein; AltName: Full=Excinuclease ABC subunit A [Pseudomonas putida KT2440]	92.055	944	0	1796	NA	NA	NA
uvrA_2	sp|P52087.1|	P52087	RecName: Full=UvrABC system protein A; Short=UvrA protein; AltName: Full=Excinuclease ABC subunit A [Paucimonas lemoignei]	68.554	671	0	861	NA	NA	NA
uvrB	sp|Q4KF19.1|	Q4KF19	RecName: Full=UvrABC system protein B; Short=Protein UvrB; AltName: Full=Excinuclease ABC subunit B [Pseudomonas protegens Pf-5]	94.635	671	0	1297	NA	NA	NA
uvrC	sp|C3K7T2.1|	C3K7T2	RecName: Full=UvrABC system protein C; Short=Protein UvrC; AltName: Full=Excinuclease ABC subunit C [Pseudomonas [fluorescens] SBW25]	98.517	607	0	1232	NA	NA	NA
uvrD	sp|P03018.1|	P03018	RecName: Full=DNA helicase II; AltName: Full=DNA 3'-5' helicase II [Escherichia coli K-12]	62.797	715	0	875	NA	NA	NA
uvrY	sp|P0AED5.1|	P0AED5	RecName: Full=Response regulator UvrY [Escherichia coli K-12]	39.234	209	4.5499999999999995e-45	152	NA	NA	NA
valS	sp|Q4KHT9.1|	Q4KHT9	RecName: Full=Valine--tRNA ligase; AltName: Full=Valyl-tRNA synthetase; Short=ValRS [Pseudomonas protegens Pf-5]	95.253	948	0	1810	NA	NA	NA
ves	sp|P24696.1|	P24696	RecName: Full=Uncharacterized 21.2 kDa protein in hutC 3'region [Pseudomonas putida]	64.021	189	1.2e-83	248	NA	NA	NA
vfr	sp|P55222.1|	P55222	RecName: Full=cAMP-activated global transcriptional regulator Vfr [Pseudomonas aeruginosa PAO1]	82.243	214	4.55e-129	365	NA	NA	NA
vgrG1_1	sp|Q9I741.1|	Q9I741	RecName: Full=Type VI secretion system spike protein VgrG1a; AltName: Full=T6SS spike protein VgrG1a [Pseudomonas aeruginosa PAO1]	70.423	639	0	926	NA	NA	NA
vgrG1_2	sp|Q9HYC3.1|	Q9HYC3	RecName: Full=Type VI secretion system spike protein VgrG4b [Pseudomonas aeruginosa PAO1]	57.143	623	0	699	NA	NA	NA
vgrG1_3	sp|Q9HYC3.1|	Q9HYC3	RecName: Full=Type VI secretion system spike protein VgrG4b [Pseudomonas aeruginosa PAO1]	53.76	625	0	640	NA	NA	NA
vioA	sp|Q6U1I3.1|	Q6U1I3	RecName: Full=dTDP-4-amino-4,6-dideoxy-D-glucose transaminase [Shigella dysenteriae]	41.436	362	2.65e-91	281	NA	NA	NA
virB8	sp|P0C532.1|	P0C532	RecName: Full=Type IV secretion system protein VirB8 [Brucella abortus bv. 1 str. 9-941]	32.127	221	2.85e-24	100	NA	NA	NA
virD4	sp|A0AAI7ZGC9.1|	A0AAI7ZGC9	RecName: Full=Type IV secretion system-coupling protein VirD4; AltName: Full=T4SS coupling protein VirD4 [Xanthomonas citri subsp. citri 306]	32.955	440	2.01e-65	224	NA	NA	NA
vldW	sp|A0A0S6XHQ0.1|	A0A0S6XHQ0	RecName: Full=2-oxoglutarate-dependent dioxygenase frbJ; AltName: Full=FR901469 biosynthesis cluster protein J [Dothideomycetidae sp. 11243]	35.174	344	1.3799999999999998e-56	191	NA	NA	NA
vraR	sp|Q7CQM5.1|	Q7CQM5	RecName: Full=Response regulator SsrB [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	42.788	208	3.14e-44	150	NA	NA	NA
waaA	sp|P0AC75.1|	P0AC75	RecName: Full=3-deoxy-D-manno-octulosonic acid transferase; Short=Kdo transferase; AltName: Full=Bifunctional Kdo transferase; AltName: Full=Kdo-lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase; AltName: Full=Lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase [Escherichia coli K-12]	53.81	420	7.019999999999999e-133	391	NA	NA	NA
walR_1	sp|P46384.1|	P46384	RecName: Full=Protein PilG [Pseudomonas aeruginosa PAO1]	84.848	132	1.13e-79	234	NA	NA	NA
walR_2	sp|A0A0H2UQ68.1|	A0A0H2UQ68	RecName: Full=Transcriptional regulatory protein WalR [Streptococcus pneumoniae TIGR4]	40.496	121	3.34e-19	82.4	NA	NA	NA
wbiB	sp|Q2SYH7.1|	Q2SYH7	RecName: Full=dTDP-L-rhamnose 4-epimerase [Burkholderia thailandensis E264]	58.14	344	1.1599999999999998e-144	416	NA	NA	NA
wecH	sp|P37669.1|	P37669	RecName: Full=O-acetyltransferase WecH [Escherichia coli K-12]	34.074	135	3.96e-6	51.6	NA	NA	NA
wspC	sp|Q88MS8.1|	Q88MS8	RecName: Full=Probable biofilm formation methyltransferase WspC [Pseudomonas putida KT2440]	57.323	396	3.9799999999999996e-140	409	NA	NA	NA
wzxE	sp|P0AAA7.1|	P0AAA7	RecName: Full=Lipid III flippase [Escherichia coli K-12]	30.695	417	1.01e-50	179	NA	NA	NA
xanP_1	sp|P0AGM9.1|	P0AGM9	RecName: Full=Xanthine permease XanP [Escherichia coli K-12]	47.228	451	4.25e-129	385	NA	NA	NA
xanP_1~~~xanP_2	sp|P0AGM9.1|	P0AGM9	RecName: Full=Xanthine permease XanP [Escherichia coli K-12]	45.312	448	1.1499999999999999e-128	385	NA	NA	NA
xcpT	sp|Q00514.1|	Q00514	RecName: Full=Type II secretion system core protein G; Short=T2SS core protein G; AltName: Full=General secretion pathway protein G; AltName: Full=PilD-dependent protein PddA; Flags: Precursor [Pseudomonas aeruginosa PAO1]	36.691	139	8.02e-14	67.4	NA	NA	NA
xerC_1	sp|C3K438.1|	C3K438	RecName: Full=Tyrosine recombinase XerC [Pseudomonas [fluorescens] SBW25]	97.993	299	0	547	NA	NA	NA
xerC_2	sp|P16470.1|	P16470	RecName: Full=Shufflon-specific DNA recombinase [Escherichia coli]	35.514	321	2.9e-41	150	NA	NA	NA
xerC_5	sp|P42540.1|	P42540	RecName: Full=Probable integrase/recombinase; AltName: Full=ORF5 [Plasmavirus L2]	30.387	181	2.35e-8	60.1	NA	NA	NA
xerC_6	sp|P06723.1|	P06723	RecName: Full=Integrase [Eganvirus ev186]	45.205	292	9.3e-80	249	NA	NA	NA
xerC_7~~~xerC_4	sp|P04890.1|	P04890	RecName: Full=Integrase [Lederbergvirus P22]	30.213	235	5.31e-19	91.3	NA	NA	NA
xerD	sp|Q88MV0.1|	Q88MV0	RecName: Full=Tyrosine recombinase XerD [Pseudomonas putida KT2440]	86.913	298	0	519	NA	NA	NA
xpkA	sp|Q7UH14.1|	Q7UH14	RecName: Full=Probable phosphoketolase [Rhodopirellula baltica SH 1]	70.694	778	0	1168	NA	NA	NA
xpt	sp|C3K452.1|	C3K452	RecName: Full=Xanthine phosphoribosyltransferase; Short=XPRTase [Pseudomonas [fluorescens] SBW25]	98.421	190	3.3e-132	371	NA	NA	NA
xseA	sp|C3K1K5.1|	C3K1K5	RecName: Full=Exodeoxyribonuclease 7 large subunit; AltName: Full=Exodeoxyribonuclease VII large subunit; Short=Exonuclease VII large subunit [Pseudomonas [fluorescens] SBW25]	97.386	459	0	801	NA	NA	NA
xseB	sp|C3K2Q9.1|	C3K2Q9	RecName: Full=Exodeoxyribonuclease 7 small subunit; AltName: Full=Exodeoxyribonuclease VII small subunit; Short=Exonuclease VII small subunit [Pseudomonas [fluorescens] SBW25]	100	80	2.3e-50	155	NA	NA	NA
xthA	sp|P09030.4|	P09030	RecName: Full=Exodeoxyribonuclease III; Short=EXO III; Short=Exonuclease III; AltName: Full=AP endonuclease VI [Escherichia coli K-12]	66.541	266	5.37e-135	384	NA	NA	NA
xylB_1	sp|P35850.2|	P35850	RecName: Full=Xylulose kinase; Short=Xylulokinase [Levilactobacillus brevis]	30.078	512	2.58e-58	204	NA	NA	NA
xylB_2	sp|P09099.1|	P09099	RecName: Full=Xylulose kinase; Short=XK; Short=Xylulokinase; AltName: Full=1-deoxy-D-xylulokinase [Escherichia coli K-12]	44.172	489	2.83e-124	374	NA	NA	NA
xylB_3	sp|P44401.1|	P44401	RecName: Full=Xylulose kinase; Short=Xylulokinase [Haemophilus influenzae Rd KW20]	53.196	485	0	539	NA	NA	NA
yaaA	sp|C3KE01.1|	C3KE01	RecName: Full=UPF0246 protein PFLU_0992 [Pseudomonas [fluorescens] SBW25]	97.297	259	0	523	NA	NA	NA
yabJ_1	sp|P40431.2|	P40431	RecName: Full=RutC family protein in vnfA 5'region; AltName: Full=ORF1 [Azotobacter vinelandii]	80.159	126	3.14e-71	211	NA	NA	NA
yabJ_2	sp|Q9UZA3.1|	Q9UZA3	RecName: Full=RutC family protein PYRAB12510 [Pyrococcus abyssi GE5]	38.961	77	3.31e-12	62	NA	NA	NA
yabJ_3	sp|Q8U308.1|	Q8U308	RecName: Full=2-iminobutanoate/2-iminopropanoate deaminase; AltName: Full=Enamine/imine deaminase [Pyrococcus furiosus DSM 3638]	34.234	111	4.92e-13	64.3	NA	NA	NA
yabJ_4	sp|Q8U308.1|	Q8U308	RecName: Full=2-iminobutanoate/2-iminopropanoate deaminase; AltName: Full=Enamine/imine deaminase [Pyrococcus furiosus DSM 3638]	46.018	113	4.47e-28	102	NA	NA	NA
yabJ_5	sp|Q9UZA3.1|	Q9UZA3	RecName: Full=RutC family protein PYRAB12510 [Pyrococcus abyssi GE5]	38.017	121	5.77e-20	82	NA	NA	NA
yacG	sp|C3KE92.1|	C3KE92	RecName: Full=DNA gyrase inhibitor YacG [Pseudomonas [fluorescens] SBW25]	90.909	66	2.41e-39	126	NA	NA	NA
yadG	sp|P36879.1|	P36879	RecName: Full=Uncharacterized ABC transporter ATP-binding protein YadG [Escherichia coli K-12]	68.439	301	3.2299999999999997e-144	411	NA	NA	NA
yadH	sp|P0AFN6.1|	P0AFN6	RecName: Full=Inner membrane transport permease YadH [Escherichia coli K-12]	60.8	250	1.64e-93	278	NA	NA	NA
yadV_1	sp|P33128.2|	P33128	RecName: Full=Probable fimbrial chaperone YadV; Flags: Precursor [Escherichia coli K-12]	39.744	234	2.82e-46	158	NA	NA	NA
yadV_1~~~yadV_3	sp|P33409.2|	P33409	RecName: Full=Chaperone protein FimB/FhaD; Flags: Precursor [Bordetella pertussis Tohama I]	34.274	248	1.65e-36	132	NA	NA	NA
yadV_3	sp|P33128.2|	P33128	RecName: Full=Probable fimbrial chaperone YadV; Flags: Precursor [Escherichia coli K-12]	42.437	238	1.6799999999999997e-55	181	NA	NA	NA
yadV_4	sp|P33128.2|	P33128	RecName: Full=Probable fimbrial chaperone YadV; Flags: Precursor [Escherichia coli K-12]	38.655	238	1.4e-48	163	NA	NA	NA
yaeQ	sp|P0A1S6.1|	P0A1S6	RecName: Full=Uncharacterized protein YaeQ [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	34.483	174	2.96e-26	101	NA	NA	NA
yafJ	sp|Q47147.1|	Q47147	RecName: Full=Putative glutamine amidotransferase YafJ [Escherichia coli K-12]	61.811	254	2.43e-108	316	NA	NA	NA
yafV	sp|Q47679.1|	Q47679	RecName: Full=Omega-amidase YafV [Escherichia coli K-12]	51.751	257	3.64e-83	252	NA	NA	NA
yahB	sp|P0ACR2.1|	P0ACR2	RecName: Full=HTH-type transcriptional regulator PunR [Escherichia coli K-12]	64.356	303	1.71e-141	404	NA	NA	NA
yahK	sp|P75691.1|	P75691	RecName: Full=Aldehyde reductase YahK; AltName: Full=Zinc-dependent alcohol dehydrogenase YahK [Escherichia coli K-12]	66.859	347	1.61e-154	441	NA	NA	NA
yajC	sp|P57234.1|	P57234	RecName: Full=Sec translocon accessory complex subunit YajC [Buchnera aphidicola str. APS (Acyrthosiphon pisum)]	43.86	114	2.49e-24	92	NA	NA	NA
yajO_1	sp|O23016.1|	O23016	RecName: Full=Probable voltage-gated potassium channel subunit beta; AltName: Full=K(+) channel subunit beta; AltName: Full=Potassium voltage beta 1; Short=KV-beta1 [Arabidopsis thaliana]	35.38	342	1.3399999999999999e-56	190	NA	NA	NA
yajO_2	sp|Q40648.2|	Q40648	RecName: Full=Probable voltage-gated potassium channel subunit beta; AltName: Full=K(+) channel subunit beta [Oryza sativa Japonica Group]	41.118	304	1.67e-60	199	NA	NA	NA
yajO_3	sp|P77735.2|	P77735	RecName: Full=1-deoxyxylulose-5-phosphate synthase YajO [Escherichia coli K-12]	45.679	324	8.950000000000001e-91	277	NA	NA	NA
yajR	sp|P77726.2|	P77726	RecName: Full=Inner membrane transport protein YajR [Escherichia coli K-12]	54.405	454	4.549999999999999e-151	440	NA	NA	NA
ybaB	sp|C3K0S7.1|	C3K0S7	RecName: Full=Nucleoid-associated protein PFLU_4577 [Pseudomonas [fluorescens] SBW25]	96.429	112	2.5100000000000002e-58	178	NA	NA	NA
ybaK	sp|P0AAR3.1|	P0AAR3	RecName: Full=Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK [Escherichia coli K-12]	60.51	157	7.23e-59	183	NA	NA	NA
ybaN	sp|P0AAR5.1|	P0AAR5	RecName: Full=Inner membrane protein YbaN [Escherichia coli K-12]	43.75	112	6.34e-9	53.5	NA	NA	NA
ybbJ	sp|P0AAS3.2|	P0AAS3	RecName: Full=Inner membrane protein YbbJ [Escherichia coli K-12]	44.961	129	1.62e-26	100	NA	NA	NA
