qseqid	sseqid	stitle	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	uniprot_acc	uniprot_full
pheA	sp|Q9HZ67.1|	RecName: Full=Bifunctional chorismate mutase/prephenate dehydratase; AltName: Full=Chorismate mutase-prephenate dehydratase; AltName: Full=P-protein; Includes: RecName: Full=Chorismate mutase; Short=CM; Includes: RecName: Full=Prephenate dehydratase; Short=PDT [Pseudomonas aeruginosa PAO1]	87.945	365	43	1	1	1092	1	365	0	671	Q9HZ67	Q9HZ67.1
pheC	sp|Q01269.2|	RecName: Full=Cyclohexadienyl dehydratase; Includes: RecName: Full=Prephenate dehydratase; Includes: RecName: Full=Arogenate dehydratase; Flags: Precursor [Pseudomonas aeruginosa PAO1]	53.017	232	107	2	70	762	28	258	2.36e-82	250	Q01269	Q01269.2
pheS	sp|C3JZN3.1|	RecName: Full=Phenylalanine--tRNA ligase alpha subunit; AltName: Full=Phenylalanyl-tRNA synthetase alpha subunit; Short=PheRS [Pseudomonas [fluorescens] SBW25]	99.704	338	1	0	1	1014	1	338	0	628	C3JZN3	C3JZN3.1
pheT	sp|Q3KEX7.1|	RecName: Full=Phenylalanine--tRNA ligase beta subunit; AltName: Full=Phenylalanyl-tRNA synthetase beta subunit; Short=PheRS [Pseudomonas fluorescens Pf0-1]	91.035	792	71	0	1	2376	1	792	0	1417	Q3KEX7	Q3KEX7.1
phhA	sp|P43334.2|	RecName: Full=Phenylalanine-4-hydroxylase; Short=PAH; AltName: Full=Phe-4-monooxygenase [Pseudomonas aeruginosa PAO1]	84.921	252	38	0	1	756	1	252	2.5999999999999997e-160	448	P43334	P43334.2
phnN	sp|C3K5M3.1|	RecName: Full=Ribose 1,5-bisphosphate phosphokinase PhnN; AltName: Full=Ribose 1,5-bisphosphokinase [Pseudomonas [fluorescens] SBW25]	92.188	192	13	1	1	576	1	190	3.8399999999999997e-118	335	C3K5M3	C3K5M3.1
phnR	sp|Q57SD4.1|	RecName: Full=Putative transcriptional regulator of 2-aminoethylphosphonate degradation operons [Salmonella enterica subsp. enterica serovar Choleraesuis str. SC-B67]	43.556	225	127	0	34	708	14	238	1.66e-61	196	Q57SD4	Q57SD4.1
phnV	sp|P0AFK6.1|	RecName: Full=Spermidine/putrescine transport system permease protein PotC [Escherichia coli K-12]	33.333	219	141	1	124	765	40	258	1.82e-30	117	P0AFK6	P0AFK6.1
phnW	sp|Q4K9L8.1|	RecName: Full=2-aminoethylphosphonate--pyruvate transaminase; AltName: Full=2-aminoethylphosphonate aminotransferase; AltName: Full=AEP transaminase; Short=AEPT [Pseudomonas protegens Pf-5]	87.572	346	43	0	1	1038	1	346	0	635	Q4K9L8	Q4K9L8.1
phnX_1	sp|A7N333.1|	RecName: Full=Phosphonoacetaldehyde hydrolase; Short=Phosphonatase; AltName: Full=Phosphonoacetaldehyde phosphonohydrolase [Vibrio campbellii ATCC BAA-1116]	31.515	165	104	4	136	606	108	271	1.28e-16	79	A7N333	A7N333.1
phnX_2	sp|C3JYI3.1|	RecName: Full=Phosphonoacetaldehyde hydrolase; Short=Phosphonatase; AltName: Full=Phosphonoacetaldehyde phosphonohydrolase [Pseudomonas [fluorescens] SBW25]	95.273	275	13	0	1	825	1	275	0	545	C3JYI3	C3JYI3.1
phnZ	sp|D0E8I5.1|	RecName: Full=2-amino-1-hydroxyethylphosphonate dioxygenase (glycine-forming); AltName: Full=Di-iron oxygenase; AltName: Full=Nonheme iron-dependent oxygenase [uncultured bacterium HF130_AEPn_1]	45.562	169	91	1	4	507	3	171	1.6e-44	149	D0E8I5	D0E8I5.1
phoB	sp|P23620.2|	RecName: Full=Phosphate regulon transcriptional regulatory protein PhoB [Pseudomonas aeruginosa PAO1]	94.298	228	13	0	1	684	1	228	1.3699999999999998e-158	441	P23620	P23620.2
phoD_2	sp|P42251.3|	RecName: Full=Alkaline phosphatase D; Short=APaseD; Flags: Precursor [Bacillus subtilis subsp. subtilis str. 168]	42.264	530	274	10	22	1560	25	539	1.1899999999999998e-132	400	P42251	P42251.3
phoP_1	sp|P52108.2|	RecName: Full=Transcriptional regulatory protein RstA [Escherichia coli K-12]	43.333	240	127	2	1	696	1	239	5.5699999999999985e-55	179	P52108	P52108.2
phoP_2	sp|Q9I4F9.1|	RecName: Full=Two-component response regulator PhoP [Pseudomonas aeruginosa PAO1]	84.889	225	34	0	1	675	1	225	5.64e-120	343	Q9I4F9	Q9I4F9.1
phoQ	sp|Q9I4F8.1|	RecName: Full=Two-component sensor PhoQ; Flags: Precursor [Pseudomonas aeruginosa PAO1]	66.741	448	149	0	1	1344	1	448	1.9899999999999998e-175	501	Q9I4F8	Q9I4F8.1
phoR	sp|P23621.2|	RecName: Full=Phosphate regulon sensor protein PhoR [Pseudomonas aeruginosa PAO1]	79.677	433	88	0	1	1299	5	437	0	650	P23621	P23621.2
phoU	sp|Q9Z410.1|	RecName: Full=Phosphate-specific transport system accessory protein PhoU homolog; Short=Pst system accessory protein PhoU homolog [Pseudomonas putida]	91.797	256	18	1	1	759	1	256	2.48e-156	437	Q9Z410	Q9Z410.1
phrB_1	sp|A9CH39.1|	RecName: Full=(6-4) photolyase; AltName: Full=(6-4)DNA photolyase; AltName: Full=DNA photolyase PhrB; AltName: Full=Photoreactivating enzyme PhrB [Agrobacterium fabrum str. C58]	50.69	507	243	4	16	1521	3	507	0	526	A9CH39	A9CH39.1
phrB_2	sp|P00914.1|	RecName: Full=Deoxyribodipyrimidine photo-lyase; AltName: Full=DNA photolyase; AltName: Full=Photoreactivating enzyme [Escherichia coli K-12]	44.703	472	249	7	4	1407	4	467	1.1099999999999998e-133	397	P00914	P00914.1
phzF	sp|Q8NIL3.1|	RecName: Full=Antisense-enhancing sequence 1; AltName: Full=AES factor 1 [Schizosaccharomyces pombe 972h-]	35.354	297	168	8	1	831	1	293	2.6599999999999997e-48	165	Q8NIL3	Q8NIL3.1
pigA	sp|G3XCZ8.1|	RecName: Full=Heme oxygenase PigA [Pseudomonas aeruginosa PAO1]	56.122	196	85	1	4	588	3	198	7.17e-52	168	G3XCZ8	G3XCZ8.1
pikAII_1	sp|Q0VC50.1|	RecName: Full=NAD(P)H oxidoreductase RTN4IP1, mitochondrial; AltName: Full=Reticulon-4-interacting protein 1; Flags: Precursor [Bos taurus]	35.714	364	190	8	1	993	43	395	7.93e-52	179	Q0VC50	Q0VC50.1
pikC	sp|P53554.1|	RecName: Full=Biotin biosynthesis cytochrome P450 [Bacillus subtilis subsp. subtilis str. 168]	36.486	148	94	0	643	1086	238	385	1.37e-20	95.5	P53554	P53554.1
pilA	sp|P36643.1|	RecName: Full=Fimbrial protein; AltName: Full=Pilin; Flags: Precursor [Pseudomonas putida]	48.598	107	53	2	79	396	28	133	3.5200000000000004e-26	98.6	P36643	P36643.1
pilQ	sp|P34750.2|	RecName: Full=Fimbrial assembly protein PilQ; Flags: Precursor [Pseudomonas aeruginosa PAO1]	69.369	444	107	3	124	1383	276	714	0	561	P34750	P34750.2
pilT	sp|P24559.1|	RecName: Full=Type IV pilus retraction ATPase PilT [Pseudomonas aeruginosa PAO1]	72.727	341	93	0	1	1023	1	341	0	514	P24559	P24559.1
pip_1	sp|Q97UA2.1|	RecName: Full=Proline iminopeptidase; Short=PIP; AltName: Full=Prolyl aminopeptidase; Short=PAP; AltName: Full=Tricorn protease-interacting factor F1 [Saccharolobus solfataricus P2]	35.537	242	150	3	157	870	61	300	2.62e-41	148	Q97UA2	Q97UA2.1
pip_2	sp|Q9PD69.1|	RecName: Full=Proline iminopeptidase; Short=PIP; AltName: Full=Prolyl aminopeptidase; Short=PAP [Xylella fastidiosa 9a5c]	55.663	309	136	1	1	924	1	309	9.44e-127	367	Q9PD69	Q9PD69.1
pitA_1	sp|P0AFJ7.1|	RecName: Full=Low-affinity inorganic phosphate transporter PitA; AltName: Full=Metal phosphate:H(+) symporter PitA [Escherichia coli K-12]	45.168	476	234	7	232	1599	26	494	4.48e-116	355	P0AFJ7	P0AFJ7.1
pitA_2	sp|P0AFJ7.1|	RecName: Full=Low-affinity inorganic phosphate transporter PitA; AltName: Full=Metal phosphate:H(+) symporter PitA [Escherichia coli K-12]	55.467	503	206	6	1	1467	1	499	6.12e-141	417	P0AFJ7	P0AFJ7.1
pknD_1	sp|P54744.3|	RecName: Full=Serine/threonine-protein kinase PknB [Mycobacterium leprae TN]	41.667	252	137	4	22	747	11	262	1.8399999999999998e-47	183	P54744	P54744.3
pknD_2	sp|P9WI64.1|	RecName: Full=Serine/threonine-protein kinase PknK; AltName: Full=Protein kinase K [Mycobacterium tuberculosis CDC1551]	39	200	115	4	997	1578	100	298	2e-19	96.3	P9WI64	P9WI64.1
pknD_3	sp|Q9XA16.1|	RecName: Full=Probable serine/threonine-protein kinase SCO3848 [Streptomyces coelicolor A3(2)]	34.722	216	128	7	22	660	4	209	6.66e-23	101	Q9XA16	Q9XA16.1
pld1	sp|Q76KC2.3|	RecName: Full=Pyridoxal 4-dehydrogenase [Microbacterium luteolum]	36.503	326	194	6	31	981	21	342	4.8600000000000005e-58	193	Q76KC2	Q76KC2.3
pleD	sp|P43501.1|	RecName: Full=Protein PilH [Pseudomonas aeruginosa PAO1]	85.124	121	18	0	1	363	1	121	5.26e-75	221	P43501	P43501.1
plsB	sp|C3K4R1.1|	RecName: Full=Glycerol-3-phosphate acyltransferase; Short=GPAT [Pseudomonas [fluorescens] SBW25]	97.259	839	23	0	1	2517	1	839	0	1586	C3K4R1	C3K4R1.1
plsC	sp|P0A257.1|	RecName: Full=1-acyl-sn-glycerol-3-phosphate acyltransferase; Short=1-AGP acyltransferase; Short=1-AGPAT; AltName: Full=Lysophosphatidic acid acyltransferase; Short=LPAAT [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	40.909	220	127	2	55	711	19	236	2.949999999999999e-55	180	P0A257	P0A257.1
plsX	sp|C3K0N6.1|	RecName: Full=Phosphate acyltransferase; AltName: Full=Acyl-ACP phosphotransacylase; AltName: Full=Acyl-[acyl-carrier-protein]--phosphate acyltransferase; AltName: Full=Phosphate-acyl-ACP acyltransferase [Pseudomonas [fluorescens] SBW25]	96.319	326	12	0	1	978	11	336	0	633	C3K0N6	C3K0N6.1
plsY	sp|Q3K5S2.1|	RecName: Full=Glycerol-3-phosphate acyltransferase; AltName: Full=Acyl-PO4 G3P acyltransferase; AltName: Full=Acyl-phosphate--glycerol-3-phosphate acyltransferase; AltName: Full=G3P acyltransferase; Short=GPAT; AltName: Full=Lysophosphatidic acid synthase; Short=LPA synthase [Pseudomonas fluorescens Pf0-1]	92.593	189	14	0	1	567	1	189	1.64e-93	273	Q3K5S2	Q3K5S2.1
pmbA	sp|P0AFK0.1|	RecName: Full=Metalloprotease PmbA; AltName: Full=Protein TldE [Escherichia coli K-12]	51.294	425	204	1	67	1341	28	449	1.14e-136	403	P0AFK0	P0AFK0.1
pmdD	sp|Q93PS7.1|	RecName: Full=2-pyrone-4,6-dicarbaxylate hydrolase; Short=PDC hydrolase; AltName: Full=2-pyrone-4,6-dicarboxylate lactonase [Comamonas testosteroni]	30.466	279	179	7	22	822	25	300	1.89e-30	119	Q93PS7	Q93PS7.1
pmpR	sp|Q3K7V7.1|	RecName: Full=Probable transcriptional regulatory protein Pfl01_4410 [Pseudomonas fluorescens Pf0-1]	91.093	247	22	0	1	741	1	247	1.6299999999999997e-132	376	Q3K7V7	Q3K7V7.1
pncB2	sp|Q3KIW4.1|	RecName: Full=Nicotinate phosphoribosyltransferase; Short=NAPRTase [Pseudomonas fluorescens Pf0-1]	92.289	402	31	0	1	1206	1	402	0	753	Q3KIW4	Q3KIW4.1
pncC	sp|P72227.1|	RecName: Full=Nicotinamide-nucleotide amidohydrolase PncC; Short=NMN amidohydrolase PncC; AltName: Full=NMN deamidase; AltName: Full=Nicotinamide-nucleotide amidase [Pseudomonas putida]	77.778	144	32	0	10	441	4	147	1.29e-71	216	P72227	P72227.1
pncC_2	sp|P31131.1|	RecName: Full=Protein YdeJ [Escherichia coli K-12]	39.716	141	80	2	25	444	26	162	3.62e-24	95.5	P31131	P31131.1
pnp	sp|C3K255.1|	RecName: Full=Polyribonucleotide nucleotidyltransferase; AltName: Full=Polynucleotide phosphorylase; Short=PNPase [Pseudomonas [fluorescens] SBW25]	99.001	701	7	0	1	2103	1	701	0	1333	C3K255	C3K255.1
pntA	sp|P51995.2|	RecName: Full=NAD(P) transhydrogenase subunit alpha part 2; AltName: Full=Nicotinamide nucleotide transhydrogenase subunit alpha 2; AltName: Full=Pyridine nucleotide transhydrogenase subunit alpha 2 [Rickettsia prowazekii str. Madrid E]	53.333	90	41	1	13	279	41	130	6.55e-29	104	P51995	P51995.2
pntAA	sp|P0C186.1|	RecName: Full=NAD(P) transhydrogenase subunit alpha part 1; AltName: Full=Nicotinamide nucleotide transhydrogenase subunit alpha 1; AltName: Full=Proton-translocating transhydrogenase component 1; AltName: Full=Pyridine nucleotide transhydrogenase subunit alpha 1; AltName: Full=dI [Rhodospirillum rubrum]	50.396	379	176	5	1	1110	1	376	4.0899999999999996e-108	325	P0C186	P0C186.1
pntAA_1	sp|P0C186.1|	RecName: Full=NAD(P) transhydrogenase subunit alpha part 1; AltName: Full=Nicotinamide nucleotide transhydrogenase subunit alpha 1; AltName: Full=Proton-translocating transhydrogenase component 1; AltName: Full=Pyridine nucleotide transhydrogenase subunit alpha 1; AltName: Full=dI [Rhodospirillum rubrum]	41.005	378	210	4	7	1101	1	378	3.6299999999999996e-54	186	P0C186	P0C186.1
pntB	sp|P0C188.1|	RecName: Full=NAD(P) transhydrogenase subunit beta; AltName: Full=Nicotinamide nucleotide transhydrogenase subunit beta; AltName: Full=Proton-translocating transhydrogenase NADP(H)-binding component; AltName: Full=Pyridine nucleotide transhydrogenase subunit beta; AltName: Full=dIII [Rhodospirillum rubrum]	57.322	478	190	3	1	1434	1	464	2.15e-158	460	P0C188	P0C188.1
pntB_1	sp|P0C188.1|	RecName: Full=NAD(P) transhydrogenase subunit beta; AltName: Full=Nicotinamide nucleotide transhydrogenase subunit beta; AltName: Full=Proton-translocating transhydrogenase NADP(H)-binding component; AltName: Full=Pyridine nucleotide transhydrogenase subunit beta; AltName: Full=dIII [Rhodospirillum rubrum]	42.211	398	209	4	268	1425	76	464	2.36e-83	268	P0C188	P0C188.1
pobA	sp|P20586.1|	RecName: Full=p-hydroxybenzoate hydroxylase; Short=PHBH; AltName: Full=4-hydroxybenzoate 3-monooxygenase [Pseudomonas aeruginosa PAO1]	74.873	394	99	0	10	1191	1	394	0	626	P20586	P20586.1
polA	sp|Q9HT80.1|	RecName: Full=DNA polymerase I; Short=POL I [Pseudomonas aeruginosa PAO1]	77.336	931	193	2	1	2793	1	913	0	1367	Q9HT80	Q9HT80.1
polB	sp|P21189.2|	RecName: Full=DNA polymerase II; Short=Pol II [Escherichia coli K-12]	67.219	784	252	5	10	2355	3	783	0	1064	P21189	P21189.2
polS	sp|Q59787.1|	RecName: Full=Sorbitol dehydrogenase; Short=SDH; AltName: Full=Galactitol 2-dehydrogenase; AltName: Full=L-iditol 2-dehydrogenase; AltName: Full=Polyol dehydrogenase [Cereibacter sphaeroides]	77.647	255	57	0	7	771	2	256	6.199999999999999e-143	404	Q59787	Q59787.1
pomA	sp|P28611.1|	RecName: Full=Motility protein A; AltName: Full=Chemotaxis protein MotA [Bacillus subtilis subsp. subtilis str. 168]	38.367	245	144	3	1	723	1	242	1.0599999999999999e-48	164	P28611	P28611.1
por	sp|Q0UEB6.1|	RecName: Full=Mannitol 2-dehydrogenase; Short=M2DH; Short=MDH [Parastagonospora nodorum SN15]	44.286	490	265	4	1	1461	82	566	2.1899999999999997e-138	413	Q0UEB6	Q0UEB6.1
potA_1	sp|P31134.2|	RecName: Full=Putrescine transport ATP-binding protein PotG [Escherichia coli K-12]	63.687	358	128	2	64	1134	19	375	7.059999999999999e-145	418	P31134	P31134.2
potA_2	sp|Q110U3.1|	RecName: Full=Spermidine/putrescine import ATP-binding protein PotA [Trichodesmium erythraeum IMS101]	46.765	340	167	5	31	1020	19	354	2.4199999999999997e-103	312	Q110U3	Q110U3.1
potA_3	sp|Q9KS33.1|	RecName: Full=Spermidine/putrescine import ATP-binding protein PotA [Vibrio cholerae O1 biovar El Tor str. N16961]	42.697	356	184	6	16	1026	18	372	5.65e-65	213	Q9KS33	Q9KS33.1
potB	sp|P45170.1|	RecName: Full=Spermidine/putrescine transport system permease protein PotB [Haemophilus influenzae Rd KW20]	32.857	210	138	2	136	759	50	258	1.2699999999999998e-35	132	P45170	P45170.1
potH	sp|P31135.1|	RecName: Full=Putrescine transport system permease protein PotH [Escherichia coli K-12]	59.79	286	115	0	49	906	28	313	7.040000000000001e-117	342	P31135	P31135.1
poxB	sp|P07003.1|	RecName: Full=Pyruvate dehydrogenase [ubiquinone]; AltName: Full=Pyruvate oxidase; Short=POX; AltName: Full=Pyruvate:ubiquinone-8 oxidoreductase [Escherichia coli K-12]	66.897	580	175	4	7	1722	2	572	0	791	P07003	P07003.1
ppa	sp|Q889M7.1|	RecName: Full=Inorganic pyrophosphatase 1; AltName: Full=Pyrophosphate phospho-hydrolase 1; Short=PPase 1 [Pseudomonas syringae pv. tomato str. DC3000]	96.571	175	6	0	34	558	1	175	1.3000000000000001e-122	346	Q889M7	Q889M7.1
ppaC	sp|Q65E18.1|	RecName: Full=Probable manganese-dependent inorganic pyrophosphatase; AltName: Full=Pyrophosphate phospho-hydrolase; Short=PPase [Bacillus licheniformis DSM 13 = ATCC 14580]	31.111	180	117	4	4	534	3	178	9.91e-12	68.2	Q65E18	Q65E18.1
ppaX	sp|Q9L392.1|	RecName: Full=Probable phosphatase IndB [Dickeya dadantii 3937]	34.928	209	132	3	22	636	4	212	4.9000000000000004e-29	111	Q9L392	Q9L392.1
ppc_1	sp|Q3KHE4.1|	RecName: Full=Phosphoenolpyruvate carboxylase; Short=PEPC; Short=PEPCase [Pseudomonas fluorescens Pf0-1]	91.373	881	71	1	1	2643	1	876	0	1496	Q3KHE4	Q3KHE4.1
ppiA	sp|Q59641.2|	RecName: Full=Peptidyl-prolyl cis-trans isomerase A; Short=PPIase A; AltName: Full=Cyclophilin A; AltName: Full=Rotamase A; Flags: Precursor [Pseudomonas aeruginosa PAO1]	63.636	187	67	1	1	558	1	187	4.08e-71	216	Q59641	Q59641.2
ppiC_1	sp|P0A9L5.2|	RecName: Full=Peptidyl-prolyl cis-trans isomerase C; Short=PPIase C; AltName: Full=Par10; AltName: Full=Parvulin; AltName: Full=Rotamase C [Escherichia coli K-12]	55.056	89	40	0	7	273	5	93	1.02e-27	99.4	P0A9L5	P0A9L5.2
ppiC_2	sp|P0A9L5.2|	RecName: Full=Peptidyl-prolyl cis-trans isomerase C; Short=PPIase C; AltName: Full=Par10; AltName: Full=Parvulin; AltName: Full=Rotamase C [Escherichia coli K-12]	54.348	92	41	1	1	273	1	92	3.97e-27	97.8	P0A9L5	P0A9L5.2
ppiD	sp|P0ABZ6.1|	RecName: Full=Chaperone SurA; AltName: Full=Peptidyl-prolyl cis-trans isomerase SurA; Short=PPIase SurA; AltName: Full=Rotamase SurA; AltName: Full=Survival protein A; Flags: Precursor [Escherichia coli K-12]	57.292	96	40	1	799	1083	286	381	6.87e-26	114	P0ABZ6	P0ABZ6.1
ppk	sp|Q87UP6.1|	RecName: Full=Polyphosphate kinase; AltName: Full=ATP-polyphosphate phosphotransferase; AltName: Full=Polyphosphoric acid kinase [Pseudomonas syringae pv. tomato str. DC3000]	91.79	743	49	2	1	2217	1	735	0	1322	Q87UP6	Q87UP6.1
ppnN	sp|P0ADR8.1|	RecName: Full=Pyrimidine/purine nucleotide 5'-monophosphate nucleosidase; AltName: Full=AMP nucleosidase; AltName: Full=CMP nucleosidase; AltName: Full=GMP nucleosidase; AltName: Full=IMP nucleosidase; AltName: Full=UMP nucleosidase; AltName: Full=dTMP nucleosidase [Escherichia coli K-12]	56.793	449	189	2	31	1365	5	452	0	541	P0ADR8	P0ADR8.1
ppnP	sp|C3K0G3.1|	RecName: Full=Pyrimidine/purine nucleoside phosphorylase; AltName: Full=Adenosine phosphorylase; AltName: Full=Cytidine phosphorylase; AltName: Full=Guanosine phosphorylase; AltName: Full=Inosine phosphorylase; AltName: Full=Thymidine phosphorylase; AltName: Full=Uridine phosphorylase; AltName: Full=Xanthosine phosphorylase [Pseudomonas [fluorescens] SBW25]	95.745	94	4	0	1	282	1	94	2.59e-63	189	C3K0G3	C3K0G3.1
ppsA	sp|Q02KR1.1|	RecName: Full=Phosphoenolpyruvate synthase; Short=PEP synthase; AltName: Full=Pyruvate, water dikinase [Pseudomonas aeruginosa UCBPP-PA14]	91.909	791	64	0	1	2373	1	791	0	1469	Q02KR1	Q02KR1.1
ppsC	sp|Q53FA7.2|	RecName: Full=Quinone oxidoreductase PIG3; AltName: Full=NADPH:quinone reductase PIG3; AltName: Full=Tumor protein p53-inducible protein 3; Short=Protein PIG3; AltName: Full=p53-induced gene 3 protein [Homo sapiens]	42.633	319	170	7	28	951	16	332	3.3599999999999997e-66	214	Q53FA7	Q53FA7.2
ppsR	sp|C3K116.1|	RecName: Full=Putative phosphoenolpyruvate synthase regulatory protein; Short=PEP synthase regulatory protein; Short=PSRP; AltName: Full=Pyruvate, water dikinase regulatory protein [Pseudomonas [fluorescens] SBW25]	99.265	272	2	0	1	816	1	272	0	560	C3K116	C3K116.1
ppx	sp|Q9S605.1|	RecName: Full=Exopolyphosphatase; Short=ExopolyPase [Pseudomonas aeruginosa]	75.2	500	123	1	1	1497	6	505	0	790	Q9S605	Q9S605.1
pqiA_1	sp|P0AFL9.1|	RecName: Full=Intermembrane transport protein PqiA; AltName: Full=Paraquat-inducible protein A [Escherichia coli K-12]	45.366	205	107	2	7	621	216	415	4.319999999999999e-55	183	P0AFL9	P0AFL9.1
pqiA_2	sp|P0AFL9.1|	RecName: Full=Intermembrane transport protein PqiA; AltName: Full=Paraquat-inducible protein A [Escherichia coli K-12]	30.055	183	125	2	106	648	233	414	6.18e-17	82	P0AFL9	P0AFL9.1
pqiA_3	sp|P0AFL9.1|	RecName: Full=Intermembrane transport protein PqiA; AltName: Full=Paraquat-inducible protein A [Escherichia coli K-12]	39.459	185	111	1	76	630	234	417	3.33e-32	123	P0AFL9	P0AFL9.1
pqiB	sp|P43671.2|	RecName: Full=Intermembrane transport protein PqiB; AltName: Full=Paraquat-inducible protein B [Escherichia coli K-12]	31.827	531	314	9	67	1569	17	529	1.15e-74	249	P43671	P43671.2
pqqB	sp|C3K348.1|	RecName: Full=Coenzyme PQQ synthesis protein B; AltName: Full=Pyrroloquinoline quinone biosynthesis protein B [Pseudomonas [fluorescens] SBW25]	98.68	303	4	0	1	909	1	303	0	618	C3K348	C3K348.1
pqqC	sp|Q88QV6.1|	RecName: Full=Pyrroloquinoline-quinone synthase; AltName: Full=Coenzyme PQQ synthesis protein C; AltName: Full=Pyrroloquinoline quinone biosynthesis protein C [Pseudomonas putida KT2440]	94.821	251	12	1	1	750	1	251	2.2499999999999996e-180	498	Q88QV6	Q88QV6.1
pqqD	sp|C3K350.1|	RecName: Full=PqqA binding protein; AltName: Full=Coenzyme PQQ synthesis protein D; AltName: Full=Pyrroloquinoline quinone biosynthesis protein D [Pseudomonas [fluorescens] SBW25]	95.604	91	4	0	1	273	1	91	1.14e-60	182	C3K350	C3K350.1
pqqE	sp|Q4K4U8.1|	RecName: Full=PqqA peptide cyclase; AltName: Full=Coenzyme PQQ synthesis protein E; AltName: Full=Pyrroloquinoline quinone biosynthesis protein E [Pseudomonas protegens Pf-5]	94.344	389	16	1	1	1149	1	389	0	765	Q4K4U8	Q4K4U8.1
prc	sp|P23865.2|	RecName: Full=Tail-specific protease; AltName: Full=C-terminal-processing peptidase; AltName: Full=PRC protein; AltName: Full=Protease Re; Flags: Precursor [Escherichia coli K-12]	41.899	716	343	11	1	2064	1	671	2.63e-159	478	P23865	P23865.2
preA	sp|Q8ZNL7.1|	RecName: Full=NAD-dependent dihydropyrimidine dehydrogenase subunit PreA; Short=DPD; AltName: Full=Dihydrothymine dehydrogenase; AltName: Full=Dihydrouracil dehydrogenase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	43.951	405	220	5	7	1221	5	402	7.529999999999999e-104	317	Q8ZNL7	Q8ZNL7.1
preT	sp|Q8U195.1|	RecName: Full=Sulfide dehydrogenase subunit alpha; Short=SuDH; AltName: Full=Ferredoxin:NADP oxidoreductase; Short=FNOR; Flags: Precursor [Pyrococcus furiosus DSM 3638]	31.847	471	284	13	64	1389	8	470	1.6200000000000003e-64	218	Q8U195	Q8U195.1
prfA	sp|C3KDC6.1|	RecName: Full=Peptide chain release factor 1; Short=RF-1 [Pseudomonas [fluorescens] SBW25]	99.167	360	3	0	1	1080	1	360	0	730	C3KDC6	C3KDC6.1
prfB	sp|Q3BUB7.1|	RecName: Full=Peptide chain release factor 2; Short=RF-2 [Xanthomonas euvesicatoria pv. vesicatoria str. 85-10]	69.679	343	104	0	352	1380	23	365	7.709999999999999e-174	495	Q3BUB7	Q3BUB7.1
prfC	sp|C3K5A9.1|	RecName: Full=Peptide chain release factor 3; Short=RF-3 [Pseudomonas [fluorescens] SBW25]	98.482	527	8	0	1	1581	1	527	0	1079	C3K5A9	C3K5A9.1
priA	sp|A6TGC5.1|	RecName: Full=Replication restart protein PriA; AltName: Full=ATP-dependent DNA helicase PriA; AltName: Full=DNA 3'-5' helicase PriA; AltName: Full=PriA DNA helicase [Klebsiella pneumoniae subsp. pneumoniae MGH 78578]	50	722	352	5	64	2223	16	730	0	665	A6TGC5	A6TGC5.1
prlC	sp|P44573.1|	RecName: Full=Oligopeptidase A [Haemophilus influenzae Rd KW20]	56.223	683	289	5	1	2031	1	679	0	737	P44573	P44573.1
prmA	sp|C3K6W5.1|	RecName: Full=Ribosomal protein L11 methyltransferase; Short=L11 Mtase [Pseudomonas [fluorescens] SBW25]	97.945	292	6	0	1	876	1	292	0	552	C3K6W5	C3K6W5.1
